T,FCOR
2146.452489051182,1.0004095246060496
2146.513785359879,1.0002955717645123
2146.5342175618425,1.0002080637975694
2146.554649563346,1.0001825533936268
2146.575081664385,1.0001851956521197
2146.5955138649515,1.000210197139179
2146.6159458645925,1.000128677342249
2146.6363779642343,1.0002147323607435
2146.656810063403,1.0003452869555276
2146.677242161648,1.000287311781201
2146.6976743594278,1.0001417177399068
2146.718106357199,1.0001509952386496
2146.7385384540466,0.9998864730998076
2146.7589706504223,0.9999172800809151
2146.7794027463387,0.9999163166512163
2146.799834741789,1.0000617711162203
2146.8202669367747,1.0002457402475693
2146.840699031287,1.000250969158115
2146.86113102534,1.000164485504294
2146.8815632189217,1.0001576192355957
2146.9019953115785,1.0001244569756669
2146.9224273042346,1.0001751143801931
2146.942859495961,1.0002850049758927
2146.963291587679,1.0004344226302042
2146.9837235784726,1.0001907913067678
2147.0041557692603,1.000200433907838
2147.024587859123,1.0001610435625947
2147.0450198485196,1.0001109899508296
2147.065452037452,1.0000863657055978
2147.0858841259105,1.0001017452939622
2147.1063162139108,1.0001587623315324
2147.126748301438,1.0000613136882754
2147.147180388507,1.0000844866624896
2147.188044561248,1.0001298685434323
2147.2084766469125,1.000123565826337
2147.228908831654,1.00003192367888
2147.249340916387,0.9999937877415267
2147.2697729001957,1.000020515731569
2147.2902050840057,1.0000765039482449
2147.3106371668764,1.00011293851272
2147.351501331701,1.000115563973411
2147.371933313174,1.0000174326114672
2147.3923653941893,0.9999480745588547
2147.4127975747397,1.0000750407033963
2147.433229554823,0.9998696859351845
2147.453661634434,0.9999252138098538
2147.4945257922664,0.9999720690253839
2147.5149578704877,0.9997836953225743
2147.535390048244,0.999644877408059
2147.5558220250678,0.9995719919944711
2147.576254101885,0.9997872199169734
2147.5966862782443,1.0000325834441957
2147.6171183536644,0.9999183217662071
2147.637550329091,0.9999061496195106
2147.657982503588,0.9997870474986168
2147.678414577611,0.999918679968377
2147.6988466516414,0.9996491009267726
2147.7192787247404,0.999785272370958
2147.7397107973666,0.9998733663680646
2147.760142969535,0.999867683695186
2147.780574941702,0.9998490241602673
2147.801007012931,0.9998088192925918
2147.8214391837028,0.9999517651833162
2147.841871154007,0.9998288879717201
2147.8623032233736,0.9998667903230001
2147.882735392748,0.9997994477941657
2147.9031673616555,0.9996868314785999
2147.9235994300907,0.9997494498309977
2147.9440315980682,0.9997219082506217
2147.984895632151,0.99973300979914
2148.005327798266,0.9998049080422093
2148.0257597643795,0.9997883050618913
2148.046191829555,0.9998477497532962
2148.0666239947386,0.9998123978316777
2148.08705605899,0.9996689929642298
2148.1074880232336,0.9999139517209454
2148.1279201865545,0.9998231639146893
2148.1483521494083,0.9997614352952882
2148.16878421179,0.9997238758069976
2148.189216373714,0.9997624499623561
2148.2096483356363,0.9997800138940324
2148.230080396621,0.9996618619846129
2148.250512557148,0.9996430408499236
2148.2709445172077,0.9997261578857279
2148.291376676796,0.9996920466392164
2148.3118087354596,0.9995019988021906
2148.3322406941224,0.9992904309289979
2148.373104910046,0.9993856450288594
2148.393536867312,0.9995549292172079
2148.4139690236407,0.9997605183920196
2148.434401079976,0.9997423755542141
2148.4752651907766,0.9997265509906826
2148.495697245715,0.9997866948751327
2148.516129299722,0.9997795519331374
2148.5365613537215,0.9997977738096323
2148.556993406797,0.9997986322226431
2148.5774254598655,0.9997211605219454
2148.5978576120106,0.999781143597107
2148.6182895636884,0.9998594939851388
2148.638721615367,0.9997281868754885
2148.659153766108,0.9998640434656941
2148.679585716389,0.9996615306791427
2148.7000177661976,0.9997411967698269
2148.7408818644326,0.9996918893554505
2148.7613139128516,0.9996877889993171
2148.781746061264,0.9998698621523171
2148.802178008751,0.9997597681506137
2148.8226100553,0.9996896239606495
2148.8430422018573,0.9997236122719783
2148.8634741479473,0.9996787216643374
2148.883906293566,0.9996462113657408
2148.9043382387244,0.9997000836181819
2148.924770283418,0.9997560795367758
2148.9452024276397,0.9996951270567862
2148.9656343709357,0.999622397826772
2148.9860664142325,0.9996121293477407
2149.006498557057,0.9996616726851855
2149.026930598957,0.9995974313298857
2149.047362540856,0.9997557152344134
2149.0677946822834,0.9996391655870469
2149.088226722786,0.9994808973514678
2149.108658663288,0.9993647201500688
2149.129090802853,0.999319184170532
2149.1495228424246,0.9993848252927241
2149.169954781064,0.9996026214792009
2149.190386919232,0.9996666940887626
2149.2108189574064,0.999666660763866
2149.231250894649,0.9995842063218207
2149.2516830318855,0.999611310642014
2149.2721150681973,0.9995736936900748
2149.3129791394167,0.9997227661064093
2149.333411174797,0.9997493723518522
2149.3538432092464,0.9995463636874321
2149.3742752432227,0.9996214692132469
2149.3947072767405,0.9995648036781271
2149.4151393102584,0.9995868285206806
2149.4560033749585,0.9996236084684889
2149.4764355066145,0.9996573799823129
2149.496867537797,0.9996388220056155
2149.51729946852,0.9997160803723967
2149.537731598779,0.9996406030825212
2149.558163628564,0.9996945342718757
2149.5785955578904,0.9997043478768249
2149.5990276867524,0.9996366023275259
2149.63989164307,0.9997703221903816
2149.660323770535,0.999725200128537
2149.6807556975255,0.9997492748527975
2149.7011877240584,0.9995635688285575
2149.7420517752544,0.9997339129071683
2149.7624838003903,0.9996629628170652
2149.7829159250614,0.9996371894489011
2149.803347849258,0.9996607686276097
2149.823779872997,0.9996515246683424
2149.8442119958054,0.9996785778202331
2149.8646440186058,0.999632340831691
2149.885075940947,0.999515602608035
2149.905508062824,0.9971676712054219
2149.946372004706,0.9878096637486812
2149.966804125186,0.9871136685501024
2149.9872361451926,0.9871026186801265
2150.007668064274,0.9877307131305405
2150.0281001833573,0.9897506695774538
2150.0485322019667,0.9974873238412565
2150.068964319653,0.9995754188784044
2150.0893962373375,0.9997345216574401
2150.10982825455,0.9996558358904428
2150.130260370839,0.9996276443008625
2150.1506922871267,0.9998808843581115
2150.1711243024765,0.9997809238495898
2150.1915564178344,0.9995599503738827
2150.211988332725,0.999679063106013
2150.2528524606387,0.9998390252573466
2150.27328447366,0.999760885824985
2150.293716386688,0.9998892601248472
2150.3141484987864,0.999699651248556
2150.334580510884,0.9996340238816233
2150.3550124225076,0.9996509842270749
2150.375444533209,0.9996890403531634
2150.3958764439085,0.9996974439234072
2150.4163084536704,0.9996339187169052
2150.4367405634403,0.9996369040494165
2150.4571724722773,0.9996789780898069
2150.477604481108,0.9995935576031082
2150.498036589015,0.9996243431376175
2150.5184684969136,0.9997716723439534
2150.5389005038887,0.9996726925375624
2150.5797645169077,0.9997505572738081
2150.6206286285233,0.999501107018037
2150.641060533162,0.9998084757783502
2150.6819246415253,0.9995893314460333
2150.7023566452335,0.9996117346763365
2150.7227886480177,0.9995297915661469
2150.743220650802,0.9995434537482174
2150.7636526526476,0.9997147746458049
2150.7840847545012,0.9996198480705759
2150.804516655422,0.9996513445922852
2150.8249486563363,0.9997495849549249
2150.8453807563274,0.9996621662074295
2150.865812656317,0.9997939827797331
2150.886244655834,0.9996226198750371
2150.906676754428,0.9996739756368196
2150.9271086530207,0.9996253438365758
2150.9475406506754,0.9996734141671826
2150.967972748338,0.9997022751119576
2150.9884046455336,0.9996737941577525
2151.0088366417913,0.9997964724099998
2151.0292686380562,0.9998089945692027
2151.04970063339,0.9997158509864892
2151.0701326287162,0.9996683989800822
2151.090564723585,0.9996764701934655
2151.110996617521,0.9997969756884569
2151.1314286114502,0.9996911851499435
2151.151860704922,0.9996541051515219
2151.172292597461,0.9997343426313519
2151.1927245899933,0.9997466395839794
2151.213156682068,0.9996039912291553
2151.2335885736757,0.9996206212870303
2151.254020664346,0.9997188407640474
2151.274452655023,0.9996654968537787
2151.294884545234,0.9996806398630984
2151.315316634973,0.9998493441809628
2151.3357486237874,0.9998149774435096
2151.356180512601,0.9998294604829239
2151.376612600943,0.9997515565824135
2151.3970445888262,0.999915657527381
2151.417476476243,0.9998763979300391
2151.437908563188,0.9996663374256582
2151.458340549674,0.9997145527330887
2151.478772435228,0.9995989904275937
2151.4992045207764,0.9994181964682818
2151.5196365058655,0.9994294158436497
2151.540068490489,0.9995737690136319
2151.5605004746394,0.9997092402519562
2151.5809324583315,0.9996552816050647
2151.601364441558,0.9997138239780683
2151.6217965243122,0.9995782157870686
2151.6422284066066,0.9996897770831531
2151.662660388436,0.9995736925354951
2151.683092470259,0.9997712441927818
2151.7035243511564,0.9998671950502012
2151.723956331589,0.9997822216087707
2151.744388411549,0.9996832385381157
2151.785252270085,0.999711142452444
2151.805684349114,0.9996654583918965
2151.8261162272174,0.9997890950577383
2151.846548204856,0.9997283187010831
2151.8669801820215,0.9997267593561812
2151.9078442354366,0.9997474275853143
2151.9282761112045,0.9997090187266334
2151.9487080869803,0.999763840936847
2151.9691401618184,0.9998213665662133
2151.989572136663,0.99983291602708
2152.0100040105754,0.9998192734541079
2152.0304360844893,0.9996755017487313
2152.050868057464,0.9996778639317497
2152.071299930445,0.9997771669558645
2152.091732002489,0.9995960794845037
2152.1121639745397,0.9997126963470473
2152.132595846124,0.9996341922920575
2152.1530279167782,0.999805334204127
2152.1734598874245,0.9997533577129811
2152.1938917576117,0.9996891306491028
2152.2143238273275,0.9998661805321528
2152.2347557961184,0.9996519801216299
2152.2551876649086,0.9997271891947377
2152.2756197332346,0.9994829165724922
2152.296051701087,0.999498107398043
2152.31648356848,0.9996005367963136
2152.336915635402,0.9997449332701989
2152.3573476018646,0.9998400866995129
2152.3777795678616,0.9999357159717316
2152.398211533393,0.9998985683006433
2152.4186434984513,0.9998557617482782
2152.4390754630513,0.9997457332346891
2152.4595075276447,0.9999154095680522
2152.4799393913127,0.9998582680912855
2152.5003714545164,0.9998183797269736
2152.5208034172465,0.9998446779140772
2152.541235279983,0.9998013219945615
2152.56166734179,0.9997898484350194
2152.582099303123,0.9998735197851242
2152.6025311644626,0.9997098858029406
2152.6229632248724,0.9996997763864873
2152.6433950852734,0.999701694254923
2152.6638270452167,0.9999514874319149
2152.6842591042296,0.9998154903283157
2152.7046909632336,0.9996944624286445
2152.7251229213143,0.9996522667569953
2152.745554979396,0.9998670943050352
2152.765986837003,0.9998385979429836
2152.7864187941523,0.9997535924721246
2152.806850850837,0.9997278816914084
2152.8272828070476,0.9997948057795512
2152.8477146627993,0.9998232200517062
2152.868146718087,0.9997381810300093
2152.8885786729006,0.9997466641391322
2152.9090105272553,0.9996918937363716
2152.929442581146,0.9997478974778241
2152.9498745345627,0.9996778810776501
2152.9703063875204,0.9997179955378903
2152.990738440014,0.9998191304682466
2153.0111703924995,0.9998970074641823
2153.03160224406,0.9998467389525734
2153.052034295157,0.9996243156799821
2153.0724662462453,0.9996824310918542
2153.0928982964106,0.9998170764127542
2153.1133301465743,0.999671138693808
2153.133762096266,0.9998492657274602
2153.154194145034,0.9997415061968944
2153.174625993801,0.9996838855427613
2153.1950579420954,0.9996110834315974
2153.2154899899324,0.9998343324010605
2153.2359218368365,0.9997851803919717
2153.256353783734,0.9999085036452585
2153.3176496216474,0.9997188434108343
2153.3380815666897,0.9998081616561614
2153.3789454558355,0.999691003741582
2153.3993774994815,0.9997044026947813
2153.4198093426603,0.9997304410086897
2153.4402412858326,0.9998292836921607
2153.4606733280816,0.9998940681027145
2153.481105170329,0.9997093648157274
2153.5015371116388,0.9996973746046346
2153.5219691529564,0.9997678231869339
2153.542400993807,0.9997621063984025
2153.5628329337196,0.9996622248703094
2153.5832649736403,0.9999104154288733
2153.603696813094,0.9997400446580436
2153.624128752075,0.9996788349625603
2153.644560790599,0.9998004777465729
2153.664992728649,0.9996962982816879
2153.7058566033666,0.9998684986424926
2153.726288540027,0.99976410356368
2153.74672047668,0.9998309949015206
2153.767152412409,0.9998219095063413
2153.787584347665,0.9997477915611968
2153.808016382929,0.9997144901616847
2153.8284482172603,0.9995075781694859
2153.8897440183864,0.9994549641757137
2153.910175951314,0.9996896670851291
2153.9306079837843,0.9998937394834961
2153.951039815787,0.9997201003816598
2153.9714717473253,0.9998556778455032
2153.991903778391,0.9996193354705274
2154.012335608997,0.9996553985250526
2154.032767539131,0.9997201219461701
2154.053199469272,0.9997679483671243
2154.0736313984817,0.9934432242293679
2154.0940633272257,0.9886590706573264
2154.1144952559625,0.9873437861578065
2154.1349271837753,0.9871975290035745
2154.1553591115808,0.9874373412501569
2154.175791038462,0.9884568222344429
2154.1962229653436,0.9926758637957213
2154.2166548917594,0.9997169971829554
2154.237086917703,0.9997955056380997
2154.2575187431867,0.9997780454183617
2154.277950768199,0.9996966291944005
2154.298382692752,0.9998846175405313
2154.3188145168388,0.9999333406790529
2154.339246540454,0.9996885547554355
2154.359678464076,0.9998275416320269
2154.3801102867656,0.9998866809209178
2154.4005423094495,0.9998443752457556
2154.4209742312087,0.9998748209086629
2154.441406052967,0.999754138666047
2154.4618380737884,0.9997815212465998
2154.482269994616,1.0000146569417754
2154.5027019149784,0.9998176845691109
2154.5231338348676,0.999814135565992
2154.5435657542985,0.9998272170019096
2154.5639976732637,0.9998900914621529
2154.584429591756,0.9998105773377787
2154.6048615097898,0.9999049960476789
2154.6252934278236,0.9997557074299495
2154.6457254449197,0.9996477070413318
2154.6661572620214,0.9996198235622914
2154.6865891781927,0.999821645094832
2154.7070211943574,0.9998012885654868
2154.727453010062,0.9998230583619253
2154.7478849248364,0.999938830006709
2154.7683168396034,0.9998910848295477
2154.788748753912,0.9998174789821145
2154.8091807677556,0.9999114276191798
2154.829612581125,0.999717102205382
2154.850044494502,1.000039489327736
2154.8704765069488,0.9997540943642723
2154.890908318921,0.9996184234133673
2154.9113402309013,0.9998636784201794
2154.931772241951,0.9998338496393067
2154.952204052992,0.9998621960965858
2154.972635963575,0.9998578030145274
2154.9930679736935,0.9998081881366299
2155.0134997833375,0.9999706271761757
2155.0339316925238,0.99979767303323
2155.054363701245,0.9998179215788665
2155.074795609493,0.9998849551363442
2155.0952274172814,0.9997376298301968
2155.1156594245986,0.9999574969334789
2155.136091331922,1.0000385370107245
2155.156523138314,0.9999929682242739
2155.176955144707,1.0000121077583255
2155.1973870506263,1.0000310925136167
2155.2178188560865,0.9999254565845581
2155.2382508610754,0.9991888358079728
2155.258682765605,0.9990536641761338
2155.2791145696683,0.9989877077256417
2155.2995465732674,0.998922912832222
2155.319978476393,0.9988250007262733
2155.34041037906,0.9988887373285092
2155.3608422817197,0.9991521755667604
2155.381274183921,0.999270713835943
2155.401706185192,0.999950178644246
2155.422137986461,0.9997715516240055
2155.4425698872583,0.9998669294772373
2155.463001887598,0.9996581951646866
2155.483433687463,0.9998581995149985
2155.5038655868702,0.9998333799171261
2155.524297485812,1.000079857466722
2155.544729384288,0.999874986531343
2155.565161282757,0.9999360065082523
2155.5855932803024,0.9997538515133582
2155.606025077839,0.9997448057938815
2155.6264569749183,0.999749262320345
2155.6468889715325,0.9996365604673697
2155.6673207676795,0.9996383239615039
2155.6877526633543,0.9997105314517681
2155.7081846585716,0.9996308015214075
2155.7286164533143,0.9998220016379239
2155.7490483475995,0.9996890896147341
2155.7694803418854,0.9996693249016819
2155.7899121352384,0.9996876053802287
2155.8512078138883,0.9997232806889779
2155.871639705845,0.9997193371219865
2155.892071697337,0.9998020875093814
2155.9125035883553,0.9998210473123452
2155.9329353789144,0.9998291679589884
2155.953367369475,0.9998138729040449
2155.9737992590963,0.9997944801039766
2155.994231148725,0.9995402833107376
2156.014663037422,0.9997436712814739
2156.035094926112,0.9998957115527407
2156.0555269143442,0.9997714334234442
2156.0759587021093,0.9997195656708074
2156.0963905894023,0.9998479373032383
2156.1168225767033,0.9996241832893289
2156.1372543630714,0.9996475326568394
2156.157686249433,0.9997821265402322
2156.1781182348714,0.9998518402379997
2156.198550020308,0.9997794980217972
2156.218981905273,0.999550909935312
2156.23941388978,0.9995842018199096
2156.2598456738197,0.9996332359458004
2156.2802775573873,0.9997122964203647
2156.3007094404966,0.9999677596876178
2156.321141323606,0.999880228903444
2156.4028688504404,0.9999300420683562
2156.423300831222,0.999910242090751
2156.4437326115367,0.9999638102939026
2156.4641644918447,0.999690864609947
2156.4845964712295,0.9997997955022854
2156.505028250147,0.9998671956396211
2156.525460129058,0.9997883012898948
2156.5458921075115,0.9996501429440229
2156.566323885032,0.999814824659069
2156.586755862547,0.9999306216145778
2156.6071877396025,0.9998754533770201
2156.6276195166574,0.999849607416135
2156.6480514927753,0.9999161526198038
2156.668483368434,0.9999866590940133
2156.688915144092,0.9997139433461956
2156.7093471192784,0.9999342473215512
2156.72977899354,0.9997049160604522
2156.750210867802,0.9998014124099821
2156.7706427415906,0.9998861708360307
2156.791074614921,0.9998682491656641
2156.8115064882513,0.9999044828780146
2156.831938360643,0.9999960586278698
2156.852370233042,0.9998720371967212
2156.87280210451,0.9997242707061125
2156.893234075971,0.9997747991928568
2156.9136658469724,0.9997898496023342
2156.934097717509,0.9998605747078178
2156.954529687573,0.999952705313992
2156.974961457643,0.9998557336845979
2156.9953933267825,0.9996245345798468
2157.0158251959147,0.9996204949864675
2157.0362570641228,0.999599990461533
2157.077120800066,0.9998133766782314
2157.097552667343,0.9997617161730251
2157.117984534154,1.0000125169942855
2157.138416400958,0.9998863828546202
2157.1588482668376,0.9998302109838679
2157.179280232711,0.9999651450445171
2157.1997119976586,0.9997961623352687
2157.220143862607,0.9999505941254017
2157.2405758270834,0.9997658171390144
2157.261007691566,0.9999161602545901
2157.3018714181962,0.9998918815318231
